action_type,user_role,data_sensitivity,task_alignment,request_frequency,time_of_day,is_anomalous,privilege_level,risk_score,decision
code_exec,developer,3,0.682,28,12,0,2,0.4886,escalate
file_read,developer,0,0.517,24,8,0,2,0.1299,allow
api_call,user,3,0.919,13,9,0,1,0.3445,allow
code_exec,developer,0,0.861,56,13,1,2,0.4495,escalate
file_read,admin,3,0.702,42,7,0,3,0.3396,allow
api_call,user,0,0.546,20,2,0,1,0.1808,allow
file_read,admin,1,0.935,39,8,0,3,0.1213,allow
file_read,user,2,0.603,7,0,0,1,0.2844,allow
api_call,guest,1,0.895,41,14,0,0,0.2627,allow
file_read,user,0,0.884,48,14,1,1,0.3299,allow
code_exec,admin,1,0.543,15,6,0,3,0.2947,allow
db_read,user,2,0.788,25,14,0,1,0.3224,allow
db_write,admin,0,0.76,35,6,0,3,0.2163,allow
file_write,admin,0,0.775,13,12,0,3,0.0867,allow
file_read,user,1,0.772,43,11,0,1,0.2273,allow
file_read,guest,0,0.845,8,17,0,0,0.1043,allow
db_read,developer,2,0.86,21,6,0,2,0.268,allow
db_read,user,0,0.575,53,6,1,1,0.445,escalate
file_read,developer,1,0.653,56,14,1,2,0.4394,escalate
web_search,user,0,0.934,6,8,0,1,0.0019,allow
file_read,user,1,0.914,10,5,0,1,0.1439,allow
code_exec,developer,0,0.918,58,8,1,2,0.4414,escalate
db_read,user,0,0.341,49,18,1,1,0.4851,escalate
web_search,user,0,0.827,52,23,1,1,0.3329,allow
db_read,user,3,0.918,41,19,0,1,0.4064,escalate
db_write,user,0,0.713,21,15,0,1,0.2691,allow
api_call,user,2,0.917,14,15,0,1,0.2633,allow
web_search,developer,0,0.758,52,0,1,2,0.3134,allow
file_read,user,0,0.524,59,22,1,1,0.4202,escalate
web_search,user,1,0.693,45,12,0,1,0.2314,allow
code_exec,developer,1,0.524,58,18,1,2,0.6035,escalate
web_search,user,3,0.576,33,3,0,1,0.4015,escalate
api_call,user,3,0.548,25,18,0,1,0.4883,escalate
db_read,admin,2,0.886,56,21,1,3,0.4878,escalate
code_exec,developer,1,0.362,19,9,0,2,0.3709,escalate
db_write,developer,1,0.791,9,12,0,2,0.2835,allow
file_read,developer,1,0.924,49,0,1,2,0.3735,escalate
file_read,guest,3,0.804,47,12,1,0,0.6275,escalate
file_write,developer,1,0.899,52,9,1,2,0.4435,escalate
file_read,user,1,0.911,37,14,0,1,0.1895,allow
web_search,user,0,0.901,36,14,0,1,0.0915,allow
file_write,user,0,0.969,36,6,0,1,0.1529,allow
email_send,guest,3,0.465,57,13,1,0,0.787,deny
api_call,user,0,0.639,15,7,0,1,0.1539,allow
file_write,admin,1,0.866,5,18,0,3,0.1385,allow
db_write,user,0,0.662,17,17,0,1,0.1955,allow
db_read,user,2,0.722,30,14,0,1,0.3439,allow
code_exec,guest,0,0.887,7,8,0,0,0.2293,allow
code_exec,guest,2,0.926,6,11,0,0,0.3865,escalate
db_read,developer,0,0.695,15,20,0,2,0.1243,allow
file_write,user,3,0.893,57,21,1,1,0.6531,deny
email_send,user,2,0.885,52,13,1,1,0.578,escalate
email_send,user,0,0.744,46,1,1,1,0.4295,escalate
db_read,developer,1,0.932,10,4,0,2,0.1519,allow
file_write,user,0,0.607,6,21,0,1,0.1753,allow
db_read,user,0,0.607,42,4,0,1,0.2203,allow
file_read,user,3,0.651,55,13,1,1,0.6381,escalate
file_read,user,1,0.772,52,3,1,1,0.4423,escalate
file_write,user,1,0.793,41,23,0,1,0.2797,allow
api_call,developer,0,0.733,13,1,0,2,0.0984,allow
web_search,developer,1,0.794,14,0,0,2,0.1262,allow
db_read,developer,3,0.956,1,1,0,2,0.2988,allow
db_write,user,1,0.693,33,12,0,1,0.3764,escalate
api_call,guest,3,0.788,19,19,0,0,0.4141,escalate
api_call,user,3,0.737,9,16,0,1,0.4444,escalate
api_call,admin,0,0.971,37,12,0,3,0.0575,allow
email_send,developer,0,0.599,49,16,1,2,0.4302,escalate
file_read,developer,3,0.901,48,4,1,2,0.5431,escalate
web_search,guest,1,0.646,12,23,0,0,0.2191,allow
code_exec,user,0,0.668,5,7,0,1,0.2364,allow
api_call,guest,0,0.534,6,21,0,0,0.1931,allow
db_read,developer,1,0.903,52,21,1,2,0.4277,escalate
code_exec,admin,2,0.789,55,11,1,3,0.5955,escalate
web_search,admin,0,0.759,11,8,0,3,0.0115,allow
web_search,user,0,0.886,51,17,1,1,0.3195,allow
api_call,user,3,0.743,53,15,1,1,0.6464,escalate
file_write,admin,2,0.844,38,18,0,3,0.2812,allow
db_read,developer,1,0.918,55,21,1,2,0.3589,escalate
web_search,guest,2,0.671,10,7,0,0,0.2941,allow
file_write,user,1,0.601,15,6,0,1,0.2748,allow
db_read,user,2,0.758,50,23,1,1,0.5701,escalate
db_read,user,1,0.913,53,20,1,1,0.4607,escalate
db_write,user,0,0.812,39,8,0,1,0.192,allow
file_read,developer,2,0.777,55,21,1,2,0.4963,escalate
db_read,user,1,0.728,28,11,0,1,0.2561,allow
web_search,user,3,0.917,3,13,0,1,0.2833,allow
file_read,user,0,0.831,56,9,1,1,0.3538,escalate
file_write,developer,3,0.753,16,15,0,2,0.3794,escalate
email_send,developer,3,0.797,45,1,0,2,0.3798,escalate
file_write,user,0,0.763,17,5,0,1,0.1624,allow
web_search,admin,2,0.463,36,10,0,3,0.2791,allow
code_exec,admin,1,0.777,19,3,0,3,0.2546,allow
file_write,user,3,0.803,4,4,0,1,0.3827,escalate
web_search,guest,1,0.918,59,4,1,0,0.4431,escalate
api_call,developer,2,0.835,25,16,0,2,0.3633,escalate
code_exec,developer,1,0.734,27,4,0,2,0.3099,allow
api_call,admin,0,0.576,12,10,0,3,0.0948,allow
db_read,admin,0,0.747,56,8,1,3,0.3489,allow
file_read,developer,1,0.379,27,14,0,2,0.2459,allow
api_call,user,2,0.593,4,23,0,1,0.3114,allow
email_send,guest,1,0.43,24,23,0,0,0.3723,escalate
file_write,user,2,0.781,17,2,0,1,0.3255,allow
db_read,user,0,0.758,56,15,1,1,0.4134,escalate
api_call,developer,1,0.858,26,8,0,2,0.1784,allow
db_write,developer,0,0.539,18,22,0,2,0.2655,allow
file_read,developer,2,0.719,22,5,0,2,0.2529,allow
email_send,user,3,0.672,6,8,0,1,0.4273,escalate
api_call,developer,1,0.865,19,21,0,2,0.1653,allow
file_write,guest,0,0.679,37,18,0,0,0.2459,allow
file_read,user,0,0.602,34,5,0,1,0.1629,allow
file_read,developer,2,0.883,11,10,0,2,0.2017,allow
code_exec,developer,1,0.906,56,1,1,2,0.5238,escalate
api_call,admin,2,0.753,24,17,0,3,0.2461,allow
web_search,user,0,0.494,45,6,0,1,0.1879,allow
api_call,user,2,0.811,37,23,0,1,0.3228,allow
file_write,user,2,0.665,23,22,0,1,0.3587,escalate
db_read,user,0,0.501,40,20,0,1,0.2381,allow
db_read,admin,1,0.556,43,3,0,3,0.2488,allow
file_read,developer,0,0.882,4,23,0,2,0.0236,allow
file_read,admin,1,0.641,18,6,0,3,0.1451,allow
file_read,user,3,0.798,30,16,0,1,0.3671,escalate
db_write,admin,1,0.431,15,3,0,3,0.3321,allow
db_read,guest,2,0.749,37,12,0,0,0.3189,allow
api_call,admin,1,0.767,23,19,0,3,0.1583,allow
web_search,user,0,0.622,12,18,0,1,0.1073,allow
db_write,user,1,0.659,4,3,0,1,0.3349,allow
db_read,user,1,0.735,4,12,0,1,0.2147,allow
web_search,admin,1,0.662,52,0,1,3,0.3826,escalate
file_write,guest,0,0.725,41,1,0,0,0.2433,allow
file_read,user,1,0.564,41,6,0,1,0.2143,allow
file_write,admin,0,0.376,14,22,0,3,0.1681,allow
file_read,user,0,0.861,59,16,1,1,0.3528,escalate
code_exec,user,1,0.752,58,6,1,1,0.5913,escalate
web_search,user,0,0.742,56,21,1,1,0.3566,escalate
file_read,user,3,0.778,59,12,1,1,0.6194,escalate
file_read,admin,1,0.678,8,16,0,3,0.1211,allow
api_call,developer,2,0.673,23,0,0,2,0.2937,allow
web_search,user,1,0.464,1,1,0,1,0.2039,allow
api_call,admin,2,0.73,56,5,1,3,0.504,escalate
code_exec,user,0,0.342,11,11,0,1,0.3116,allow
file_read,guest,3,0.621,27,12,0,0,0.4308,escalate
file_read,user,1,0.539,4,19,0,1,0.2089,allow
email_send,user,2,0.667,29,19,0,1,0.3833,escalate
email_send,user,1,0.498,17,21,0,1,0.3137,allow
file_read,admin,0,0.666,49,8,1,3,0.3085,allow
email_send,developer,2,0.626,19,16,0,2,0.3415,allow
db_read,user,0,0.659,45,17,0,1,0.2149,allow
web_search,developer,1,0.686,51,7,1,2,0.4095,escalate
api_call,developer,0,0.654,58,7,1,2,0.3892,escalate
code_exec,admin,1,0.757,49,10,1,3,0.5086,escalate
code_exec,admin,3,0.675,24,21,0,3,0.45,escalate
db_read,user,1,0.837,52,21,1,1,0.4743,escalate
file_read,developer,2,0.745,44,7,0,2,0.2843,allow
file_read,developer,1,0.502,52,17,1,2,0.4629,escalate
api_call,developer,1,0.787,46,17,1,2,0.4259,escalate
db_read,guest,3,0.588,54,12,1,0,0.7274,deny
file_write,guest,3,0.729,41,0,0,0,0.4925,escalate
db_read,user,2,0.676,57,14,1,1,0.5981,escalate
email_send,user,0,0.734,44,21,0,1,0.2282,allow
file_read,guest,1,0.63,56,5,1,0,0.5107,escalate
db_read,developer,0,0.731,32,5,0,2,0.1455,allow
api_call,guest,1,0.897,31,12,0,0,0.2456,allow
web_search,developer,1,0.822,49,1,1,2,0.3789,escalate
file_read,user,2,0.802,16,22,0,1,0.2596,allow
db_read,admin,3,0.603,32,18,0,3,0.3877,escalate
web_search,user,1,0.439,44,16,0,1,0.2805,allow
web_search,guest,0,0.554,42,0,0,0,0.2042,allow
db_read,developer,3,0.568,58,13,1,2,0.6714,deny
code_exec,developer,0,0.847,34,15,0,2,0.2156,allow
db_read,admin,1,0.853,35,14,0,3,0.1761,allow
web_search,user,0,0.898,59,8,1,1,0.3304,allow
code_exec,user,1,0.4,37,18,0,1,0.4267,escalate
file_read,admin,3,0.775,16,7,0,3,0.2817,allow
web_search,user,0,0.829,21,14,0,1,0.0809,allow
db_read,developer,1,0.849,13,9,0,2,0.1735,allow
db_read,user,0,0.896,58,22,1,1,0.3891,escalate
file_write,guest,3,0.632,56,1,1,0,0.7922,deny
db_read,user,3,0.266,18,17,0,1,0.4985,escalate
api_call,user,0,0.554,2,19,0,1,0.1492,allow
db_read,developer,0,0.686,56,1,1,2,0.3945,escalate
file_read,admin,1,0.551,33,20,0,3,0.1632,allow
db_read,user,0,0.408,41,11,0,1,0.2584,allow
email_send,developer,2,0.931,18,9,0,2,0.2788,allow
file_read,guest,0,0.829,28,11,0,0,0.1409,allow
email_send,user,0,0.697,37,6,0,1,0.2239,allow
api_call,guest,2,0.648,35,1,0,0,0.3854,escalate
web_search,admin,0,0.754,37,0,0,3,0.0559,allow
db_write,developer,3,0.789,12,1,0,2,0.4555,escalate
code_exec,developer,0,0.852,40,22,0,2,0.2246,allow
db_write,developer,0,0.672,8,20,0,2,0.2223,allow
web_search,developer,3,0.648,54,16,1,2,0.5887,escalate
api_call,admin,1,0.907,25,19,0,3,0.1336,allow
api_call,developer,2,0.769,7,7,0,2,0.2479,allow
db_read,admin,0,0.801,2,20,0,3,0.0481,allow
db_write,user,1,0.736,33,11,0,1,0.3678,escalate
db_write,guest,2,0.789,56,1,1,0,0.7122,deny
db_write,user,0,0.709,33,8,0,1,0.2899,allow
api_call,guest,2,0.702,40,16,0,0,0.3829,escalate
web_search,developer,1,0.744,57,16,1,2,0.4079,escalate
file_read,user,1,0.412,49,9,1,1,0.5093,escalate
code_exec,developer,1,0.905,23,12,0,2,0.269,allow
file_read,guest,1,0.393,5,4,0,0,0.2731,allow
api_call,user,0,0.857,14,13,0,1,0.1086,allow
api_call,user,1,0.724,8,13,0,1,0.2085,allow
api_call,admin,0,0.839,20,14,0,3,0.0555,allow
db_read,user,1,0.4,18,21,0,1,0.305,allow
api_call,user,2,0.859,23,4,0,1,0.2899,allow
api_call,developer,1,0.618,29,21,0,2,0.2314,allow
file_write,developer,3,0.758,7,5,0,2,0.3634,escalate
api_call,user,0,0.607,24,8,0,1,0.1753,allow
file_write,user,1,0.651,46,8,1,1,0.5165,escalate
file_read,user,2,0.733,25,20,0,1,0.2884,allow
db_read,admin,1,0.768,14,3,0,3,0.1581,allow
db_read,guest,1,0.877,38,0,0,0,0.2763,allow
db_read,user,0,0.671,3,21,0,1,0.1425,allow
api_call,guest,1,0.724,53,22,1,0,0.5169,escalate
api_call,user,0,0.52,46,22,1,1,0.4293,escalate
web_search,developer,3,0.644,14,14,0,2,0.2624,allow
code_exec,user,0,0.881,3,13,0,1,0.1905,allow
api_call,guest,3,0.407,42,0,0,0,0.5286,escalate
file_read,user,2,0.455,9,5,0,1,0.3173,allow
api_call,guest,0,0.667,53,7,1,0,0.4449,escalate
api_call,guest,1,0.539,7,2,0,0,0.2772,allow
api_call,developer,2,0.551,26,16,0,2,0.3231,allow
db_read,developer,3,0.727,7,22,0,2,0.4076,escalate
code_exec,admin,0,0.473,7,19,0,3,0.2121,allow
db_read,admin,0,0.633,44,4,0,3,0.1517,allow
db_write,developer,0,0.796,58,17,1,2,0.4808,escalate
web_search,guest,0,0.546,36,6,0,0,0.1958,allow
db_read,developer,1,0.836,52,16,1,2,0.4411,escalate
email_send,developer,3,0.861,13,14,0,2,0.3678,escalate
file_read,developer,1,0.671,3,19,0,2,0.1475,allow
file_write,user,2,0.808,20,23,0,1,0.4255,escalate
file_read,user,1,0.507,9,15,0,1,0.2236,allow
db_read,developer,1,0.451,53,12,1,2,0.5198,escalate
web_search,developer,0,0.931,22,6,0,2,0.1247,allow
file_write,admin,2,0.441,52,14,1,3,0.5851,escalate
web_search,user,3,0.61,45,22,0,1,0.4564,escalate
file_read,user,2,0.614,33,22,0,1,0.3255,allow
web_search,user,0,0.827,23,4,0,1,0.0846,allow
api_call,developer,0,0.786,23,11,0,2,0.1045,allow
file_read,user,0,0.884,38,9,0,1,0.1132,allow
code_exec,guest,1,0.895,52,18,1,0,0.586,escalate
file_write,admin,2,0.69,26,9,0,3,0.292,allow
api_call,guest,0,0.656,32,6,0,0,0.2121,allow
api_call,developer,2,0.564,56,23,1,2,0.5705,escalate
db_write,user,1,0.628,28,22,0,1,0.3811,escalate
code_exec,developer,2,0.878,30,21,0,2,0.3694,escalate
api_call,developer,3,0.803,40,14,0,2,0.3794,escalate
db_read,admin,0,0.933,17,8,0,3,0.0467,allow
db_read,admin,3,0.508,57,5,1,3,0.6484,escalate
file_write,guest,0,0.425,56,20,1,0,0.5283,escalate
api_call,guest,1,0.539,18,10,0,0,0.2955,allow
file_read,user,3,0.657,25,5,0,1,0.3869,escalate
file_write,developer,3,0.757,4,19,0,2,0.3586,escalate
db_read,admin,1,0.851,26,14,0,3,0.1615,allow
file_write,user,1,0.974,31,12,0,1,0.2269,allow
code_exec,developer,2,0.639,12,5,0,2,0.5029,escalate
db_read,user,2,0.517,54,19,1,1,0.6249,escalate
file_read,developer,0,0.653,48,20,1,2,0.3427,allow
code_exec,admin,2,0.912,18,14,0,3,0.3093,allow
file_write,user,1,0.773,10,5,0,1,0.2321,allow
email_send,user,1,0.664,36,15,0,1,0.3122,allow
code_exec,guest,1,0.555,2,0,0,0,0.3707,escalate
db_write,developer,1,0.766,25,5,0,2,0.3151,allow
code_exec,user,3,0.806,47,15,1,1,0.7288,deny
file_read,guest,1,0.742,9,21,0,0,0.2099,allow
db_read,user,3,0.764,47,0,1,1,0.6472,escalate
email_send,user,0,0.763,32,6,0,1,0.2024,allow
db_read,user,2,0.481,5,9,0,1,0.3505,escalate
web_search,developer,2,0.702,51,20,1,2,0.5927,escalate
web_search,guest,2,0.482,3,7,0,0,0.3203,allow
file_write,developer,1,0.55,17,20,0,2,0.255,allow
file_write,developer,1,0.681,13,4,0,2,0.2221,allow
db_read,user,3,0.897,56,17,1,1,0.6356,escalate
api_call,guest,2,0.956,3,3,0,0,0.2705,allow
web_search,developer,0,0.618,28,19,0,2,0.1014,allow
web_search,admin,2,0.693,4,15,0,3,0.1797,allow
api_call,user,1,0.906,18,9,0,1,0.1888,allow
file_write,user,0,0.918,56,15,1,1,0.3964,escalate
db_write,user,3,0.761,35,7,0,1,0.5328,escalate
file_write,developer,1,0.919,14,18,0,2,0.1762,allow
web_search,user,2,0.415,16,0,0,1,0.322,allow
api_call,user,0,0.654,12,22,0,1,0.1459,allow
db_read,developer,0,0.457,11,8,0,2,0.1653,allow
file_read,developer,1,0.85,2,5,0,2,0.11,allow
db_read,user,0,0.897,33,12,0,1,0.1473,allow
api_call,user,2,0.893,13,12,0,1,0.3592,escalate
db_read,developer,0,0.613,30,17,0,2,0.1657,allow
file_read,guest,1,0.89,26,13,0,0,0.2087,allow
db_write,guest,0,0.6,50,1,1,0,0.5733,escalate
web_search,admin,0,0.692,18,15,0,3,0.0366,allow
file_write,guest,2,0.789,13,16,0,0,0.3505,escalate
file_read,developer,0,0.738,4,21,0,2,0.0524,allow
file_read,admin,1,0.478,59,15,1,3,0.4461,escalate
db_read,user,3,0.598,33,13,0,1,0.4571,escalate
db_read,user,2,0.519,15,12,0,1,0.3595,escalate
code_exec,developer,2,0.658,17,15,0,2,0.3917,escalate
file_write,admin,0,0.765,6,23,0,3,0.077,allow
api_call,admin,0,0.381,5,0,0,3,0.2607,allow
db_read,developer,3,0.579,33,16,0,2,0.4275,escalate
code_exec,guest,2,0.67,54,0,1,0,0.7177,deny
email_send,developer,1,0.619,16,9,0,2,0.2545,allow
file_read,user,2,0.67,46,4,1,1,0.6254,escalate
db_read,user,1,0.879,24,6,0,1,0.2192,allow
api_call,guest,0,0.79,5,3,0,0,0.1403,allow
api_call,user,2,0.72,3,0,0,1,0.2843,allow
db_read,developer,2,0.881,35,0,0,2,0.2871,allow
db_read,user,1,0.428,27,9,0,1,0.3144,allow
email_send,user,3,0.773,12,2,0,1,0.4171,escalate
file_read,user,0,0.623,50,4,1,1,0.3854,escalate
file_read,admin,0,0.633,41,12,0,3,0.1017,allow
db_read,developer,3,0.873,25,20,0,2,0.3554,escalate
code_exec,user,2,0.876,55,8,1,1,0.6448,escalate
file_write,guest,1,0.639,17,7,0,0,0.3039,allow
file_read,user,0,0.786,49,10,1,1,0.3511,escalate
file_read,admin,0,0.401,20,23,0,3,0.1131,allow
web_search,developer,2,0.596,28,13,0,2,0.2725,allow
file_write,user,1,0.821,50,7,1,1,0.4891,escalate
api_call,developer,2,0.561,35,23,0,2,0.3361,allow
file_write,user,3,0.68,50,23,1,1,0.684,deny
api_call,developer,2,0.742,15,20,0,2,0.2666,allow
file_read,user,1,0.706,33,9,0,1,0.2238,allow
code_exec,guest,2,0.508,3,2,0,0,0.4651,escalate
file_read,guest,1,0.522,7,3,0,0,0.2506,allow
db_write,user,0,0.614,10,22,0,1,0.2705,allow
file_write,admin,0,0.872,41,11,0,3,0.1139,allow
code_exec,user,1,0.534,26,8,0,1,0.3815,escalate
web_search,admin,3,0.663,41,10,0,3,0.3307,allow
db_read,developer,0,0.837,40,10,0,2,0.1376,allow
code_exec,user,0,0.583,6,15,0,1,0.2551,allow
api_call,guest,3,0.553,33,12,0,0,0.4844,escalate
api_call,guest,0,0.75,16,13,0,0,0.1667,allow
db_read,developer,2,0.451,24,6,0,2,0.3548,escalate
email_send,user,0,0.814,56,11,1,1,0.4322,escalate
db_read,user,0,0.82,30,23,0,1,0.1577,allow
code_exec,user,3,0.657,57,18,1,1,0.7753,deny
db_write,developer,0,0.531,10,7,0,2,0.2538,allow
api_call,guest,1,0.854,11,3,0,0,0.2209,allow
file_read,user,0,0.749,44,21,0,1,0.1502,allow
code_exec,user,0,0.709,22,16,0,1,0.2565,allow
email_send,user,0,0.937,3,1,0,1,0.1193,allow
file_read,developer,0,0.592,38,22,0,2,0.0,allow
db_read,user,0,0.697,40,21,0,1,0.1989,allow
file_write,developer,2,0.694,23,12,0,2,0.3195,allow
code_exec,developer,1,0.528,45,20,0,2,0.3811,escalate
file_read,developer,0,0.882,56,6,1,2,0.3103,allow
api_call,developer,1,0.821,19,17,0,2,0.1741,allow
db_write,user,3,0.876,40,9,0,1,0.5181,escalate
api_call,guest,3,0.903,53,3,1,0,0.6477,escalate
db_read,developer,2,0.714,55,20,1,2,0.5539,escalate
db_write,user,3,0.911,13,7,0,1,0.4661,escalate
web_search,developer,0,0.759,36,21,0,2,0.0865,allow
file_write,user,1,0.636,3,21,0,1,0.2478,allow
api_call,admin,1,0.623,22,20,0,3,0.1854,allow
file_read,developer,1,0.934,25,12,0,2,0.1315,allow
email_send,guest,1,0.681,20,13,0,0,0.3372,allow
web_search,user,1,0.945,28,20,0,1,0.1527,allow
code_exec,developer,3,0.676,57,16,1,2,0.7381,deny
web_search,developer,2,0.844,3,11,0,2,0.1812,allow
code_exec,user,1,0.812,22,3,0,1,0.3193,allow
db_read,admin,2,0.924,44,8,0,3,0.2602,allow
file_read,user,0,0.781,37,14,0,1,0.1321,allow
db_write,user,0,0.785,57,14,1,1,0.5147,escalate
file_read,admin,1,0.752,38,17,0,3,0.1563,allow
web_search,admin,1,0.678,18,5,0,3,0.1227,allow
db_write,developer,0,0.672,20,1,0,2,0.1921,allow
db_read,admin,2,0.874,46,8,1,3,0.4735,escalate
file_read,guest,1,0.943,5,4,0,0,0.1631,allow
api_call,admin,1,0.898,43,11,0,3,0.1654,allow
file_write,user,0,0.842,59,4,1,1,0.4166,escalate
api_call,user,0,0.906,9,11,0,1,0.0905,allow
file_read,user,3,0.786,29,14,0,1,0.3678,escalate
web_search,user,1,0.905,17,1,0,1,0.1423,allow
code_exec,user,3,0.681,12,10,0,1,0.4955,escalate
api_call,user,3,0.819,57,22,1,1,0.6379,escalate
api_call,guest,1,0.733,26,23,0,0,0.2701,allow
api_call,user,0,0.834,33,18,0,1,0.1449,allow
db_read,developer,3,0.625,33,16,0,2,0.4183,escalate
code_exec,user,3,0.821,36,17,0,1,0.5075,escalate
web_search,user,1,0.839,29,9,0,1,0.1755,allow
code_exec,developer,2,0.536,22,4,0,2,0.4245,escalate
email_send,admin,2,0.799,18,20,0,3,0.2719,allow
web_search,developer,1,0.742,17,16,0,2,0.1416,allow
file_write,user,1,0.936,44,0,0,1,0.2561,allow
web_search,developer,2,0.659,52,12,1,2,0.4999,escalate
file_read,user,2,0.654,24,1,0,1,0.192,allow
web_search,guest,0,0.808,22,16,0,0,0.1201,allow
api_call,user,0,0.893,44,14,0,1,0.1514,allow
web_search,developer,0,0.797,5,7,0,2,0.0273,allow
web_search,user,0,0.394,1,1,0,1,0.1345,allow
db_write,guest,3,0.762,19,7,0,0,0.5393,escalate
db_write,guest,0,0.872,30,4,0,0,0.2856,allow
api_call,admin,0,0.909,39,16,0,3,0.0732,allow
file_read,developer,0,0.891,15,3,0,2,0.0401,allow
api_call,user,1,0.846,46,11,1,1,0.5776,escalate
file_read,developer,1,0.869,58,17,1,2,0.3995,escalate
db_read,user,0,0.736,35,5,0,1,0.1828,allow
api_call,developer,0,0.706,5,4,0,2,0.0905,allow
email_send,user,0,0.738,6,18,0,1,0.1641,allow
db_read,admin,1,0.641,25,4,0,3,0.1815,allow
web_search,user,0,0.223,11,9,0,1,0.1854,allow
file_read,developer,3,0.609,51,22,1,2,0.6065,escalate
web_search,guest,1,0.308,22,18,0,0,0.3034,allow
web_search,user,0,0.717,59,3,1,1,0.3666,escalate
code_exec,user,2,0.784,34,12,0,1,0.4282,escalate
db_read,user,0,0.748,57,12,1,1,0.4171,escalate
db_write,guest,2,0.698,44,16,0,0,0.5104,escalate
file_read,developer,0,0.719,57,17,1,2,0.3445,allow
code_exec,user,1,0.844,55,18,1,1,0.4744,escalate
api_call,developer,2,0.497,14,22,0,2,0.3139,allow
file_read,developer,3,0.634,59,22,1,2,0.6149,escalate
api_call,developer,0,0.906,9,16,0,2,0.0571,allow
file_read,developer,0,0.804,20,2,0,2,0.0659,allow
file_read,developer,1,0.776,16,12,0,2,0.0072,allow
file_read,user,3,0.77,58,12,1,1,0.6193,escalate
email_send,developer,3,0.475,17,2,0,2,0.4517,escalate
code_exec,user,0,0.817,17,1,0,1,0.2266,allow
email_send,developer,0,0.617,34,14,0,2,0.2016,allow
api_call,developer,1,0.766,42,2,0,2,0.2235,allow
api_call,user,0,0.635,11,21,0,1,0.148,allow
code_exec,user,0,0.948,35,15,0,1,0.2304,allow
api_call,user,0,0.478,34,9,0,1,0.2177,allow
file_read,developer,1,0.63,36,19,0,2,0.2107,allow
db_read,admin,3,0.875,8,1,0,3,0.2933,allow
file_write,user,3,0.703,19,14,0,1,0.4277,escalate
db_read,developer,1,0.691,52,7,1,2,0.4701,escalate
db_read,admin,1,0.838,50,12,1,3,0.4041,escalate
file_read,guest,3,0.674,33,0,0,0,0.4302,escalate
file_read,user,0,0.63,56,23,1,1,0.394,escalate
db_write,developer,2,0.643,23,1,0,2,0.4197,escalate
api_call,developer,1,0.522,58,8,1,2,0.4989,escalate
file_read,admin,0,0.864,2,19,0,3,0.1221,allow
email_send,user,1,0.862,8,19,0,1,0.2259,allow
file_read,guest,0,0.727,29,22,0,0,0.1629,allow
db_read,user,2,0.591,42,18,0,1,0.3901,escalate
email_send,user,0,0.896,51,11,1,1,0.4075,escalate
file_write,user,0,0.782,7,11,0,1,0.1168,allow
file_read,developer,0,0.903,49,9,1,2,0.4131,escalate
file_read,guest,3,0.654,29,18,0,0,0.4275,escalate
api_call,developer,1,0.771,31,19,0,2,0.2041,allow
file_read,user,1,0.855,30,9,0,1,0.189,allow
db_read,developer,1,0.943,35,18,0,2,0.1914,allow
file_read,guest,1,0.495,25,23,0,0,0.286,allow
code_exec,user,0,0.982,47,8,1,1,0.3344,allow
email_send,guest,2,0.947,4,4,0,0,0.3189,allow
web_search,admin,0,0.778,49,2,1,3,0.2711,allow
db_read,developer,0,0.784,43,22,0,2,0.1132,allow
api_call,user,2,0.61,38,18,0,1,0.3647,escalate
db_read,user,0,0.808,17,21,0,1,0.1384,allow
code_exec,admin,0,0.534,10,3,0,3,0.2049,allow
api_call,user,1,0.724,1,22,0,1,0.1969,allow
file_read,user,1,0.774,18,13,0,1,0.1852,allow
web_search,developer,2,0.864,46,5,1,2,0.4489,escalate
api_call,admin,1,0.71,19,12,0,3,0.163,allow
file_write,guest,1,0.518,50,6,1,0,0.5831,escalate
api_call,user,2,0.952,56,11,1,1,0.5263,escalate
api_call,admin,0,0.8,32,19,0,3,0.0833,allow
web_search,user,0,0.7,54,13,1,1,0.3617,escalate
db_write,guest,1,0.796,31,12,0,0,0.3858,escalate
db_write,developer,0,0.911,33,10,0,2,0.2161,allow
file_read,admin,3,0.768,22,5,0,3,0.2931,allow
api_call,user,2,0.646,1,6,0,1,0.2958,allow
code_exec,admin,0,0.81,41,9,0,3,0.2013,allow
file_read,developer,0,0.777,46,23,1,2,0.3146,allow
file_write,guest,0,0.737,35,14,0,0,0.1555,allow
db_write,admin,0,0.923,44,8,0,3,0.1987,allow
file_read,user,0,0.843,49,2,1,1,0.3397,allow
code_exec,user,1,0.705,17,4,0,1,0.3323,allow
file_write,developer,3,0.528,34,9,0,2,0.4544,escalate
file_read,user,2,0.704,29,14,0,1,0.3009,allow
file_write,guest,0,0.877,6,2,0,0,0.1546,allow
email_send,guest,1,0.635,1,20,0,0,0.293,allow
db_write,user,1,0.648,55,17,1,1,0.6221,escalate
email_send,developer,2,0.849,27,2,0,2,0.3102,allow
code_exec,developer,2,0.906,12,6,0,2,0.3338,allow
file_read,admin,3,0.36,4,23,0,3,0.3447,allow
code_exec,user,1,0.469,55,20,1,1,0.6429,escalate
api_call,user,2,0.864,16,13,0,1,0.2772,allow
web_search,user,0,0.58,52,15,1,1,0.3823,escalate
